epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,29870.4,1.20267,0.79134,0.92123,0.53719,0.42444,0.44612,0.27243,1.27068,0.91511,0.94846,8.92e-05,8.92e-05,8.92e-05
186,30022.6,1.20647,0.7905,0.92259,0.53921,0.42278,0.4458,0.27223,1.27072,0.9154,0.94853,8.425e-05,8.425e-05,8.425e-05
187,30176.9,1.20344,0.78918,0.92246,0.53762,0.42383,0.44579,0.27241,1.2707,0.9154,0.94857,7.93e-05,7.93e-05,7.93e-05
188,30329.4,1.19642,0.78882,0.92222,0.53832,0.4249,0.44567,0.27231,1.27072,0.9154,0.9486,7.435e-05,7.435e-05,7.435e-05
189,30481.9,1.20065,0.78915,0.92259,0.53995,0.42425,0.44562,0.27252,1.27072,0.91554,0.94863,6.94e-05,6.94e-05,6.94e-05
190,30634.5,1.2043,0.79235,0.92289,0.54025,0.42417,0.44563,0.27242,1.27094,0.91565,0.94864,6.445e-05,6.445e-05,6.445e-05
191,30783.4,1.19394,0.77634,0.92226,0.54209,0.42289,0.44572,0.27239,1.27119,0.91578,0.94871,5.95e-05,5.95e-05,5.95e-05
192,30931.7,1.18326,0.76369,0.92149,0.54109,0.42253,0.4455,0.27245,1.27128,0.91594,0.94872,5.455e-05,5.455e-05,5.455e-05
193,31080.7,1.18457,0.7607,0.91807,0.54223,0.42225,0.4456,0.27238,1.27143,0.91606,0.94873,4.96e-05,4.96e-05,4.96e-05
194,31229.4,1.17898,0.75589,0.91732,0.54349,0.42113,0.44557,0.27221,1.27153,0.91611,0.94877,4.465e-05,4.465e-05,4.465e-05
195,31379.7,1.18133,0.75767,0.91883,0.5411,0.42143,0.44545,0.27215,1.27158,0.91626,0.94877,3.97e-05,3.97e-05,3.97e-05
196,31530.5,1.18245,0.75625,0.91733,0.54163,0.42188,0.4454,0.27222,1.27191,0.91641,0.94878,3.475e-05,3.475e-05,3.475e-05
197,31680.7,1.1786,0.75473,0.91794,0.54202,0.42164,0.4451,0.27208,1.27198,0.9166,0.94877,2.98e-05,2.98e-05,2.98e-05
198,31829.5,1.17909,0.75345,0.91783,0.54219,0.4214,0.44524,0.27209,1.27233,0.91669,0.94882,2.485e-05,2.485e-05,2.485e-05
199,31976.3,1.18002,0.75263,0.91782,0.54139,0.42111,0.44502,0.2719,1.2726,0.91678,0.94891,1.99e-05,1.99e-05,1.99e-05
200,32123.7,1.1736,0.74887,0.9183,0.54285,0.41908,0.44492,0.27198,1.27265,0.91689,0.94893,1.495e-05,1.495e-05,1.495e-05
